Identifier,Remarks,Filter,default,eng enc ena enz eni ens enj enb enl ent enw,cs,da,de,el,eo,es,esm esn esg esc esa esd esv eso esr ess esf esl esy esz esb ese esh esi esu,fi,fr,hu,it,jp,ko,nl,no nb,pl,pt,ptg,ro,ru,sr,sv,tr,zh,zht
WF_AU_WAKELIN,tnt + plutonia,,John Wakelin,,,,,,,,,,,,,,,,,,,,,Джон Уэйклин,,,,,
WF_AU_PATENALL_MINADEO,,,Robin Patenall & John Minadeo,,,,,,,,,,,,,,,,,Robin Patenall i John Minadeo,,,,Робин Патеналл и Джон Минадео,,,,,
WF_AU_HALDERMAN,,,Ty Halderman,,,,,,,,,,,,,,,,,,,,,Тай Халдерман,,,,,
WF_AU_DETHLEFSEN,,,Jim Dethlefsen,,,,,,,,,,,,,,,,,,,,,Джим Детлефсен,,,,,
WF_AU_SIEBEN_HALDERMAN,,,Jimmy Sieben & Ty Halderman,,,,,,,,,,,,,,,,,Jimmy Sieben i Ty Halderman,,,,Джимми Сибен и Тай Халдерман,,,,,
WF_AU_DOWSWELL,,,Andrew Dowswell,,,,,,,,,,,,,,,,,,,,,Эндрю Даусвелл,,,,,
WF_AU_MINADEO,,,John Minadeo,,,,,,,,,,,,,,,,,,,,,Джон Минадео,,,,,
WF_AU_JOHNSON,,,Dean Johnson,,,,,,,,,,,,,,,,,,,,,Дин Джонсон,,,,,
WF_AU_LOWELL,,,Jim Lowell,,,,,,,,,,,,,,,,,,,,,Джим Лоуэлл,,,,,
WF_AU_KIDBY_HALDERMAN,,,Brian Kidby & Ty Halderman,,,,,,,,,,,,,,,,,Brian Kidby i Ty Halderman,,,,Брайан Кидби и Тай Халдерман,,,,,
WF_AU_PATENALL,,,Robin Patenall,,,,,,,,,,,,,,,,,,,,,Робин Патеналл,,,,,
WF_AU_WHITAKER,,,William D. Whitaker,,,,,,,,,,,,,,,,,,,,,Уильям Д. Уитакер,,,,,
WF_AU_ARSENAULT,,,Andre Arsenault,,,,,,,,,,,,,,,,,,,,,Андре Арсено,,,,,
WF_AU_CASALI_HALDERMAN,,,Dario Casali & Ty Halderman,,,,,,,,,,,,,,,,,Dario Casali i Ty Halderman,,,,Дарио Казали и Тай Халдерман,,,,,
WF_AU_OBRIEN,,,Drake O'Brien,,,,,,,,,,,,,,,,,,,,,Дрейк О'Брайен,,,,,
WF_AU_BUTEAU,,,Christopher Buteau,,,,,,,,,,,,,,,,,,,,,Кристофер Бюто,,,,,
WF_AU_TURNBULL,,,Paul Turnbull,,,,,,,,,,,,,,,,,,,,,Пол Тернбулл,,,,,
WF_AU_HILL,,,David J. Hill,,,,,,,,,,,,,,,,,,,,,Дэвид Дж. Хилл,,,,,
WF_AU_SNELL_LOWELL,,,Mark Snell & Jim Lowell,,,,,,,,,,,,,,,,,Mark Snell i Jim Lowell,,,,Марк Снелл и Джим Лоуэлл,,,,,
WF_AU_MILO_CASALI,,,Milo Casali,,,,,,,,,,,,,,,,,,,,,Майло Казали,,,,,
WF_AU_SIEBEN,,,Jimmy Sieben,,,,,,,,,,,,,,,,,,,,,Джимми Сибен,,,,,
WF_AU_DARIO_CASALI,,,Dario Casali,,,,,,,,,,,,,,,,,,,,,Дарио Казали,,,,,
WF_AU_CASALIS,,,Dario & Milo Casali,,,,,,,,,,,,,,,,,Dario i Milo Casali,,,,Дарио и Майло Казали,,,,,
WF_AU_MUSTAINE,,,Tom Mustaine,,,,,,,,,,,,,,,,,,,,,Том Мастейн,,,,,
WF_AU_CALVIN_BLANSHINE,xbox secret levels,,David Calvin & David Blanshine,,,,,,,,,,,,,,,,,David Calvin i David Blanshine,,,,Дэвид Кэлвин и Дэвид Блэншайн,,,,,
WF_AU_BUKOWSKI,,,Michael Bukowski,,,,,,,,,,,,,,,,,,,,,Майкл Буковски,,,,,
WF_AU_VILLARREAL,id1,,Samuel Villarreal,,,,,,,,,,,,,,,,,,,,,Самуэль Вильярреал,,,,,
WF_AU_XASER,,,Xaser Acheron,,,,,,,,,,,,,,,,,,,,,Хасер Ахерон,,,,,
WF_AU_CARTER,,,Thomas Carter,,,,,,,,,,,,,,,,,,,,,Томас Картер,,,,,
WF_AU_WATSON_XASER,,,Ethan Watson & Xaser Acheron,,,,,,,,,,,,,,,,,Ethan Watson i Xaser Acheron,,,,Итан Уотсон и Хасер Ахерон,,,,,
WF_AU_WATSON,,,Ethan Watson,,,,,,,,,,,,,,,,,,,,,Итан Уотсон,,,,,
WF_AU_DUNLOP,,,Kevin Dunlop,,,,,,,,,,,,,,,,,,,,,Кевин Данлоп,,,,,
WF_AU_ID1TEST,,,""nobody, this map just appeared out of thin air like a damn ghost"",,,,,,,,,,,,,,,,,""nikt, ta mapa zjawiła się znikąd jak jakiś cholerny duch"",,,,""никто, эта карта просто появилась из ниоткуда, как чертов призрак"",,,,,
WF_AU_VICKERS,iddm1,,Ralph 'Ralphis' Vickers,,,,,,,,,,,,,,,,,,,,,Ральф «Ralphis» Викерс,,,,,
WF_AU_CIRIACO,,,Luca Ciriaco,,,,,,,,,,,,,,,,,,,,,Лука Сириако,,,,,
WF_AU_BOUVE_BOYLE,,,Andrew 'saar' Bouvé & Joshua 'tokyopunchout' Boyle,,,,,,,,,,,,,,,,,Andrew 'saar' Bouvé i Joshua 'tokyopunchout' Boyle,,,,Эндрю «saar» Буве и Джошуа «tokyopunchout» Бойл,,,,,
WF_AU_ARMACANQUI,,,Luis 'DX-Chain' Armacanqui,,,,,,,,,,,,,,,,,,,,,Луис «DX-Chain» Армаканки,,,,,
WF_AU_CIBULAS,,,Matthew 'RottKing' Cibulas,,,,,,,,,,,,,,,,,,,,,Мэтью «RottKing» Сибулас,,,,,
WF_AU_MURCHISON,,,Colton 'Arrowhead' Murchison,,,,,,,,,,,,,,,,,,,,,Колтон «Arrowhead» Мёрчисон,,,,,
WF_AU_MAYFIELD,,,Lexi Mayfield,,,,,,,,,,,,,,,,,,,,,Лекси Мэйфилд,,,,,
WF_AU_MCGEE_MAYFIELD,,,American McGee & Lexi Mayfield,,,,,,,,,,,,,,,,,American McGee i Lexi Mayfield,,,,Американ Макги и Лекси Мэйфилд,,,,,
WF_AU_PETERSEN_MAYFIELD,,,Sandy Petersen & Lexi Mayfield,,,,,,,,,,,,,,,,,Sandy Petersen i Lexi Mayfield,,,,Сэнди Питерсен и Лекси Мэйфилд,,,,,
,master levels names,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ML_ATTACK,,,Attack,,,,,,,,,,,,,,,,,Atak,,,,Атака,,,,,
ML_CANYON,,,Canyon,,,,,,,,,,,,,,,,,Kanion,,,,Каньон,,,,,
ML_CATWALK,,,The Catwalk,,,,,,,,,,,,,,,,,Pomost,,,,Подиум,,,,,
ML_COMBINE,,,The Combine,,,,,,,,,,,,,,,,,Kombinat,,,,Комбайн,,,,,
ML_FISTULA,,,The Fistula,,,,,,,,,,,,,,,,,Przetoka,,,,Фистула,,,,,
ML_GARRISON,,,The Garrison,,,,,,,,,,,,,,,,,Garnizon,,,,Гарнизон,,,,,
ML_MANOR,,,Titan Manor,,,,,,,,,,,,,,,,,Rezydencja Tytana,,,,Поместье на Титане,,,,,
ML_PARADOX,,,Paradox,,,,,,,,,,,,,,,,,Paradoks,,,,Парадокс,,,,,
ML_SUBSPACE,,,Subspace,,,,,,,,,,,,,,,,,Podprzestrzeń,,,,Подпространство,,,,,
ML_SUBTERRA,,,Subterra,,,,,,,,,,,,,,,,,Podziemia,,,,Субтерра,,,,,
ML_TTRAP,,,Trapped on Titan,,,,,,,,,,,,,,,,,Uwięziony na Tytanie,,,,Застрявший на Титане,,,,,
ML_VIRGIL,,,Virgil's Lead,,,,,,,,,,,,,,,,,Droga Wergiliusza,,,,Путь Вергилия,,,,,
ML_MINOS,,,Minos' Judgement,,,,,,,,,,,,,,,,,Wyrok Minosa,,,,Суждение Миноса,,,,,
ML_BLOODSEA,,,Bloodsea Keep,,,,,,,,,,,,,,,,,Twierdza Krwawego Morza,,,,Крепость Кровавого Моря,,,,,
ML_MEPHISTO,,,Mephisto's Mausoleum,,,,,,,,,,,,,,,,,Mauzoleum Mefisto,,,,Мавзолей Мефисто,,,,,
ML_NESSUS,,,Nessus,,,,,,,,,,,,,,,,,Dejanira,,,,Несс,,,,,
ML_GERYON,,,Geryon,,,,,,,,,,,,,,,,,Gerion,,,,Герион,,,,,
ML_VESPERAS,,,Vesperas,,,,,,,,,,,,,,,,,,,,,Весперас,,,,,
ML_BLACKTWR,,,Black Tower,,,,,,,,,,,,,,,,,Czarna wieża,,,,Черная Башня,,,,,
ML_TEETH,,,The Express Elevator To Hell,,,,,,,,,,,,,,,,,Ekspresowa winda do Piekła,,,,Экспресс-лифт в Ад,,,,,
ML_TEETH_SECRET,,,Bad Dream,,,,,,,,,,,,,,,,,Zły sen,,,,Плохой сон,,,,,
,master levels rejects names,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ML_DEVICE1,,,Device One,,,,,,,,,,,,,,,,,Urządzenie pierwsze,,,,Устройство номер один,,,,,
ML_CPU,,,The C.P.U.,,,,,,,,,,,,,,,,,C. P. U.,,,,ЦПУ,,,,,
ML_DMZ,,,The D.M.Z.,,,,,,,,,,,,,,,,,D. M. Z.,,,,ДМЗ,,,,,
ML_EINSIDE,,,The Enemy Inside,,,,,,,,,,,,,,,,,Wróg wewnątrz,,,,Враг внутри,,,,,
ML_FURY,,,The Fury,,,,,,,,,,,,,,,,,Furia,,,,Ярость,,,,,
ML_HIVE,,,The Hive,,,,,,,,,,,,,,,,,Zgromadzenie,,,,Улей,,,,,
ML_TWM01,,,Doom2 Map14 Homage,,,,,,,,,,,,,,,,,Hołd mapie 14 Doom2,,,,Оммаж Doom2 Уровень №14,,,,,
ML_MINES,,,Mines of Titan,,,,,,,,,,,,,,,,,Kopalnie Tytana,,,,Шахты Титана,,,,,
ML_ANOMALY,,,The Titan Anomaly,,,,,,,,,,,,,,,,,Anomalia Tytana,,,,Аномалия Титана,,,,,
ML_FARSIDE,,,The Farside of Titan,,,,,,,,,,,,,,,,,Niewidoczna strona Tytana,,,,Дальняя сторона Титана,,,,,
ML_TROUBLE,,,Trouble on Titan,,,,,,,,,,,,,,,,,Kłopoty na Tytanie,,,,Беда на Титане,,,,,
ML_FLOOD,,,Bloodflood,,,,,,,,,,,,,,,,,Krwotok,,,,Кроводнение,,,,,
ML_DERELICT,,,Derelict Station,,,,,,,,,,,,,,,,,Opuszczona stacja,,,,Заброшенная станция,,,,,
ML_WATCHTWR,,,The Watchtower,,,,,,,,,,,,,,,,,Strażnica,,,,Сторожевая башня,,,,,
ML_TODEATH,,,Temple of Death,,,,,,,,,,,,,,,,,Świątynia Śmierci,,,,Храм Смерти,,,,,
"ML_ARENA,,,We who are About to Die,,,,,,,,,,,,,,,,,""My, którzy zaraz umrzemy"",,,,""Мы, которые скоро умрут"",,,,,"
ML_STORM,,,Eye of the Storm,,,,,,,,,,,,,,,,,Oko burzy,,,,Глаз бури,,,,,
ML_THE_EVIL,,,The Image of Evil,,,,,,,,,,,,,,,,,Obraz zła,,,,Образ зла,,,,,
ML_DANTE,,,Dante's Gate,,,,,,,,,,,,,,,,,Brama Dantego,,,,Врата Данте,,,,,
ML_ACHRON,,,Crossing Acheron,,,,,,,,,,,,,,,,,Przejście Archeon,,,,Пересечение Ахерона,,,,,
ML_CHIRON,,,Chiron,,,,,,,,,,,,,,,,,,,,,Хирон,,,,,
ML_LETHE,,,Waters of Lethe,,,,,,,,,,,,,,,,,Wody Lete,,,,Воды Леты,,,,,
,nerve level names (sans level #),,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHUSTR_1,,,The Earth Base,,Pozemská základna,Jordbasen,Die Erd-Basis,,La Tera Bazo,La Base Terrestre,,Maatukikohta,La Base Terrienne,A földi bázis,La Base Terrestre,地球基地,지구 기지,De basis van de aarde,Jordbasen,Ziemska Baza,A Base Terrestre,,Baza terestră,База на Земле,Земаљска база,Jordbasen,Dünya Üssü,,
NHUSTR_2,,,The Pain Labs,,Laboratoře bolesti,Smerte laboratorier,Die Folterlabore,,La Doloro-Laboratorio,Los Laboratorios del Dolor,,Tuskalaboratoriot,Les Laboratoires de la Douleur,A kínok laboratóriuma,I Laboratori del Dolore,生物工学実験室,고통의 연구소,De pijnlaboratoria,Smertelaboratoriet,Laboratoria Bólu,Os Laboratórios da Dor,,Laboratoarele durerii,Лаборатории боли,Лабораторије патње,Smärtlaboratorierna,Ağrı Laboratuvarları,,
NHUSTR_3,,,Canyon of the Dead,,Kaňon mrtvých,De dødes kløft,Schlucht der Toten,,Kanjono de La Mortintoj,Cañón de los Muertos,,Kalmankanjoni,Canyon des Morts,A holtak szurdoka,Il Canyon dei Morti,死の渓谷,죽음의 계곡,Canyon van de doden,De dødes kløft,Kanion Umarłych,Desfiladeiro dos Mortos,,Canionul morților,Каньон мертвецов,Кањон мртваца,De dödas kanjon,Ölüler Kanyonu,,
NHUSTR_4,,,Hell Mountain,,Pekelná hora,Helvede bjerg,Höllenberg,,Monto de Infero,Montaña Infernal,,Hornanvuori,Montagne Infernale,Pokol-hegy,Montagna Infernale,地獄山脈,지옥의 산,Helleberg,Helvetesfjellet,Piekielna Góra,Montanha Infernal,,Muntele infernal,Адская гора,Планина пакла,Helvetesberget,Cehennem Dağı,,
NHUSTR_5,,,Vivisection,,Vivisekce,Vivisektion,Vivisektion,,Vivisekcio,Vivisección,,Vivisektio,Vivisection,Élveboncolás,Vivisezione,生体解剖,생체 해부,Vivisectie,Viviseksjon,Wiwisekcja,Vivissecção,,Vivisecție,Вивисекция,Вивисекција,Vivisektion,Canlı Kesim,,
NHUSTR_6,,,Inferno of Blood,,Krvavé inferno,Blodets inferno,Blutiges Inferno,,Brulego de Sango,Hoguera de Sangre,,Veri-inferno,Enfer Sanglant,Véres alvilág,Inferno di Sangue,血のインフェルノ,연옥의 피,Bloederige inferno,Blodets inferno,Piekło Krwi,Inferno de Sangue,,Infern sângeriu,Кровавая преисподняя,Ватре крви,Blodets inferno,Kan Cehennemi,,
NHUSTR_7,,,Baron's Banquet,,Baronova hostina,Baron's Banquet,Das Bankett des Barons,,Festeno de Barono,Banquete del Barón,,Paronin pidot,Banquet du Baron,A báró bankettje,Il Banchetto del Barone,バロンの晩餐,남작의 연회,Baron's banket,Baronens bankett,Bankiet Barona,Banquete do Barão,,Banchetul baronilor,Банкет у барона,Баронова Гозба,Baronens bankett,Baron'un Ziyafeti,,
NHUSTR_8,,,Tomb of Malevolence,,Hrobka zlovolnosti,Ondskabens grav,Feindselige Gruft,,Tombo de Malbonvolo,Tumba de Malevolencia,,Pahantahdon hauta,Tombe Maléfique,A Gátlástalanság sírja,Tomba della Malevolenza,悪意の墓,증오의 무덤,Graf van kwaadwilligheid,Ondskapens grav,Grobowiec Zła,Tumba da Malevolência,Túmulo da Malevolência,Mormântul răutății,Гробница злобы,Гроб злобе,Ondskans grav,Kötülük Mezarı,,
NHUSTR_9,,,March of the Demons,,Pochod démonů,Dæmonernes march,Marsch der Dämonen,,Marŝo de La Demonoj,Marcha de los Demonios,,Demonien marssi,Marche des Démons,A démonok parádéja,La Marcia dei Demoni,デーモンの行進,악마들의 행진,Maart van de demonen,Demonenes marsj,Marsz Demonów,Marcha dos Demônios,,Marșul demonilor,Шествие демонов,Марш демона,Demonernas marsch,Şeytanların Yürüyüşü,,
,tnt level names (sans level #),,,,,,,,,,,,,,,,,,,,,,,,,,,,
THUSTR_1,,,System Control,,Administrace,Systemkontrol,Systemkontrolle,,Sistema Kontrolo,Control del Sistema,,Järjestelmäohjaamo,Système de Contrôle,Rendszervezérlő,Controllo del Sistema,制御システム,시스템 제어시설,Systeemcontrole,Systemkontroll,Kontrola Systemu,Controle do Sistema,Controlo de Sistema,Control sisteme,Центр управления системой,Контролна система,Systemkontroll,Sistem Kontrolü,,
THUSTR_2,,,Human BBQ,,Člověčí grilovačka,Menneskelig grill,Menschliches Barbecue,,Homo-Kradrostado,Barbacoa Humana,,Ihmisgrilli,Barbecue Humain,Emberi grill,Barbecue Umano,人肉晩餐会,인간 바비큐,Menselijke BBQ,Menneskelig BBQ,Ludzki Grill,Churrasco Humano,,Oameni la grătar,Барбекю из человечины,Људски роштиљ,Människogrill,İnsan Barbekü,,
THUSTR_3,,,Power Control,,Napájecí vedení,Kontrol med magten,Energiekontrolle,,Energia Kontrolo,Control de Energía,,Voimalan ohjaamo,Contrôle Energétique,Energiavezérlő,Centrale Energetica,制御室,전력 통제소,Machtscontrole,Kraftkontroll,Kontrola Zasilania,Controle de Energia,,Uzina,Центр управления питанием,Контролна моћ,Maktkontroll,Güç Kontrolü,,
THUSTR_4,,,Wormhole,,Červí díra,Ormehul,Wurmloch,,Vermtruo,Agujero de Gusano,,Madonreikä,Trou de Ver,Féreglyuk,Wormhole,虫喰い穴,웜홀,Wormgat,Ormehull,Tunel,Buraco de Minhoca,,Gaura de vierme,Червоточина,Црвоточина,Maskhål,Solucan Deliği,,
THUSTR_5,,,Hanger,,Hangár,,Hangar,,Pendigejo,Colgador,,Lentoalushalli,Hengar,Horog,Hanga,格納庫,격납고,Hangar,,Hangar,Hangar,,Hangar,Ангар,Вешалица,Hängare,Askı,,
THUSTR_6,,,Open Season,,Lovecká sezóna,Åben sæson,Jagdsaison,,Ĉasosezono,Temporada Abierta,,Avoin sesonki,La Chasse Est Ouverte,Vadászszezon,Stagione Aperta,狩猟解禁,사냥철,Open seizoen,Åpen sesong,Otwarty Sezon,Temporada Aberta,Época Aberta,Sezon deschis,Сезон охоты,Отворена сезона,Öppen säsong,Açık Sezon,,
THUSTR_7,,,Prison,,Vězení,Fængsel,Gefängnis,,Malliberejo,Prisión,,Vankila,Prison,Börtön,Prigione,監獄,감옥,Gevangenis,Fengsel,Więzienie,Prisão,,Închisoare,Тюрьма,Затвор,Fängelse,Hapishane,,
THUSTR_8,,,Metal,,Kov,,Metall,,Metalo,,,Metalli,Métal,Fém,Metallo,メタル,강철,Metaal,Metall,,,,,Металл,Метал,Metall,,,
THUSTR_9,,,Stronghold,,Pevnost,Borgen,Festung,,Fuorto,Fortaleza,,Linnake,Forteresse,Erőd,Fortezza,牙城,요새,Vesting,Festning,Warownia,Fortaleza,,Bastion,Твердыня,Упориште,Fästning,Kale,,
THUSTR_10,,,Redemption,,Vykoupení,Forløsning,Erlösung,,Elaĉeto,Redención,,Lunastus,Rédemption,Megváltás,Redenzione,償還,구원,Aflossing,Innløsning,Odkupienie,Redenção,,Răscumpărare,Искупление,Искупљење,Inlösen,Kefaret,,
THUSTR_11,,,Storage Facility,,Skladiště,Opbevaringsanlæg,Lagerstätte,,Stokejo,Complejo de Almacenes,Almacenes,Varastolaitos,Complexe de Stockage,Raktárépület,Impianto di Stoccaggio,貯蔵施設,저장소,Opslagfaciliteit,Lagringsanlegg,Magazyn,Centro de Armazenamento,,Stația de depozitare,Склад,Складиште,Förvaringsanläggning,Depolama Tesisi,,
THUSTR_12,,,Crater,,Kráter,Krater,Krater,,Kratero,Cráter,,Kraateri,Cratère,Kráter,Cratere,火口,분화구,Krater,Krater,Krater,Cratera,,,Кратер,Кратер,Krater,Krater,,
THUSTR_13,,,Nukage Processing,,Jaderné zpracování,Nukageforarbejdning,Nuklearverarbeitung,,Nukleaĵo-Traktejo,Procesamiento de Residuos Nucleares,,Ydinjätekäsittely,Traitement Nucléaire,Atomhulladék-feldolgozó,Trattamento Nucleare,核廃棄物加工所,폐기물 처리소,Nucleaire verwerking,Nukage-prosessering,Przetwórstwo Jądrowe,Processamento Nuclear,,Prelucrarea deșeurilor nucleare,Переработка ядерных отходов,Прерада нуклеарног отпада,Kärnavfall Behandling,Nukage İşleme,,
THUSTR_14,,,Steel Works,,Ocelárna,Stålværk,Stahlwerk,,Ŝtalejo,Siderúrgica,Siderurgia,Terästehdas,Aciérie,Acélművek,Acciaieria,製鉄所,제강소,Staalfabrieken,Stålverk,Huta,Siderúrgica,,Oțelărie,Сталелитейный завод,Челичана,Stålverk,Çelik İşleri,,
THUSTR_15,,,Dead Zone,,Mrtvá zóna,Død zone,Tote Zone,,Senvivzono,Zona Muerta,,Kuollut alue,Zone Morte,A holtak zónája,Zona Morta,危険地帯,사각지대,Dode zone,Død sone,Martwa Strefa,Zona Morta,,Zona moartă,Мёртвая зона,Зона смрти,Dödszon,Ölü Bölge,,
THUSTR_16,,,Deepest Reaches,,Nejhlubší sluje,De dybeste afkroge,Tiefe,,Plejsubejo,Recodos profundos,,Syvyydet,Profondeurs,A legmélyebb pont,Profondità,最深部,깊숙한 강,Diepste reiken,De dypeste områdene,Głębiny,Profundezas,,În adâncuri,Глубочайшие достижения,Најдубља дубина,De djupaste hålen,En Derin Erişimler,,
THUSTR_17,,,Processing Area,,Kombinát,Forarbejdningsområde,Verarbeitungsbereich,,Traktadareo,Área de Procesamiento,,Käsittelyalue,Zone de Traitement,Feldolgozó,Area di Elaborazione,処理地帯,처리 구역,Verwerkingsgebied,Behandlingsområde,Strefa Przerobowa,Área de Processamento,,Aria de procesare,Зона обработки,Подручје обраде,Bearbetningsområde,İşleme Alanı,,
THUSTR_18,,,Mill,,Mlýn,Mølle,Mühle,,Muelejo,Molino,,Mylly,Fonderie,Malom,Fonderia,製粉所,제분소,Molen,Mølle,Młyn,Moinho,,Moara,Завод,Млин,Kvarn,Değirmen,,
THUSTR_19,,,Shipping/Respawning,,Přeprava,Forsendelsescenter,Versandlager,,Ekspedo/Revivado,Enviando/Reapareciendo,,Huolinta/Ylösnostatus,Envoi/Réapparition,Szállítás/újraéledés,Consegna/Respawn,出荷と再生成,운송/리스폰 장소,Verzendingscentrum,Frakt/omlasting,Wysyłka/Reprodukcja,Expedição/reaparecimento,,Livrare/reapariție,Погрузка и отправка,Отпремање/оживљавање,Skeppning,Nakliye Merkezi,,
THUSTR_20,,,Central Processing,,Centrální zpracování,Central forarbejdning,Zentralverarbeitung,,Centra Eskpedado,Procesamiento Central,,Käsittelykeskus,Organisme Central,Központi feldolgozó,Centrale di Elaborazione,中央処理所,중앙 처리소,Centrale verwerking,Sentral behandling,Centralny Proces,Processamento Central,,Prelucrare centrală,Центральный пункт обработки,Централна обрада,Centralt bearbetningsområde,Merkezi İşlem,,
THUSTR_21,,,Administration Center,,Administrativní centrum,Administrationscenter,Verwaltungszentrum,,Administracia Centro,Centro de Administración,,Keskushallinto,Centre Administratif,Adminisztrációs központ,Centro Amministrativo,行政センター,관리 센터,Administratief centrum,Administrasjonssenter,Centrum Administracyjne,Centro de Administração,,Centru administrativ,Административный центр,Административни центар,Administrationscenter,Yönetim Merkezi,,
THUSTR_22,,,Habitat,,,Levested,,,Habitato,Hábitat,,Asuinpaikka,,Élőhely,,生息地,서식지,,,Siedlisko,,,,Ареал,Станиште,Livsområde,,,
THUSTR_23,,,Lunar Mining Project,,Lunární těžební projekt,Projekt for månens minedrift,Mondbergbauprojekt,,Luna Mino-Projekto,Proyecto de Minería Lunar,,Kuukaivosprojekti,Projet Minier Lunaire,Holdbánya-projekt,Progetto Minerario Lunare,月面探鉱計画,월석 채광 계획,Maanmijnbouw project,Månegruveprosjekt,Projekt Księżycowe Górnictwo,Projeto de Mineração Lunar,Projeto de Escavação Lunar,Proiect minier satelitar,Лунный проект горной добычи,Пројекат лунарног рударства,Gruvprojekt på månen,Ay Madenciliği Projesi,,
THUSTR_24,,,Quarry,,Kamenolom,Stenbrud,Steinbruch,,Ŝtonejo,Cantera,,Louhos,Carrière,Kőbánya,Caccia,採石場,채석장,Steengroeve,Steinbrudd,Kamieniołom,Pedreira,,Carieră,Карьер,Каменолом,Stenbrott,Taş Ocağı,,
